density_g_cm3,rpm,penetration_depth_mm,probe_diameter_mm,acquisition_time_s,angular_speed_rad_s,tangential_velocity_cm_s,crossing_time_s,blocked_time_s,effective_time_s,sampled_mass_per_refresh_mg,n_refresh,effective_sampled_mass_estimate_mg
0.4,10,0.5,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,3.926990816987242,3.5858401317539537,14.081561268582098
0.4,10,1.0,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,7.853981633974484,3.5858401317539537,28.163122537164195
0.4,10,2.0,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,15.707963267948967,3.5858401317539537,56.32624507432839
0.4,20,0.5,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,3.926990816987242,8.771680263507909,34.446307844343785
0.4,20,1.0,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,7.853981633974484,8.771680263507909,68.89261568868757
0.4,20,2.0,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,15.707963267948967,8.771680263507909,137.78523137737514
0.4,35,0.5,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,3.926990816987242,15.750440461138837,61.85183505439651
0.4,35,1.0,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,7.853981633974484,15.750440461138837,123.70367010879302
0.4,35,2.0,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,15.707963267948967,15.750440461138837,247.40734021758604
0.5,10,0.5,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,4.908738521234052,3.5858401317539537,17.60195158572762
0.5,10,1.0,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,9.817477042468104,3.5858401317539537,35.20390317145524
0.5,10,2.0,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,19.634954084936208,3.5858401317539537,70.40780634291048
0.5,20,0.5,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,4.908738521234052,8.771680263507909,43.05788480542973
0.5,20,1.0,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,9.817477042468104,8.771680263507909,86.11576961085946
0.5,20,2.0,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,19.634954084936208,8.771680263507909,172.23153922171892
0.5,35,0.5,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,4.908738521234052,15.750440461138837,77.31479381799564
0.5,35,1.0,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,9.817477042468104,15.750440461138837,154.62958763599127
0.5,35,2.0,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,19.634954084936208,15.750440461138837,309.25917527198254
0.6,10,0.5,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,5.890486225480862,3.5858401317539537,21.122341902873142
0.6,10,1.0,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,11.780972450961723,3.5858401317539537,42.244683805746284
0.6,10,2.0,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,23.561944901923447,3.5858401317539537,84.48936761149257
0.6,20,0.5,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,5.890486225480862,8.771680263507909,51.669461766515674
0.6,20,1.0,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,11.780972450961723,8.771680263507909,103.33892353303135
0.6,20,2.0,5.0,1.8,2.0943951023931953,3.7699111843077517,0.1326291192432461,0.6366197723675814,1.1633802276324188,23.561944901923447,8.771680263507909,206.6778470660627
0.6,35,0.5,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,5.890486225480862,15.750440461138837,92.77775258159475
0.6,35,1.0,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,11.780972450961723,15.750440461138837,185.5555051631895
0.6,35,2.0,5.0,1.8,3.665191429188092,6.5973445725385655,0.07578806813899779,0.6063045451119822,1.1936954548880179,23.561944901923447,15.750440461138837,371.111010326379
