bulk_density_g_per_cm3,velocity_mm_s,probe_mass_mg_instant,new_mass_mg_per_acq,mass_passed_mg_per_acq,refresh_fraction_per_acq,effective_sample_size_mg
0.4,8.39984421873892,196.34954084936209,65.97222222222223,1649.3055555555557,0.3359937687495568,65.97222222222223
0.5,6.719875374991137,245.43692606170262,65.97222222222224,1649.3055555555557,0.2687950149996455,65.97222222222224
0.6,5.599896145825946,294.5243112740431,65.97222222222221,1649.3055555555557,0.22399584583303786,65.97222222222221
