throughput_kg_h,density_g_cm3,pipe_diameter_mm,pipe_tilt_deg_from_vertical,penetration_depth_mm,probe_diameter_mm,acquisition_time_s,throughput_g_s,pipe_area_cm2,superficial_velocity_cm_s,optical_mass_per_refresh_mg,crossing_time_s,n_refresh,effective_sample_mass_proxy_mg,passed_volume_cm3,passed_mass_mg
45,0.4,65.0,26.5,0.7,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,5.497787143782138,0.5309291584566751,3.3902828114249894,18.63905325443787,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,0.8,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,6.283185307179587,0.5309291584566751,3.3902828114249894,21.301775147928996,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,0.9,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,7.068583470577035,0.5309291584566751,3.3902828114249894,23.96449704142012,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.0,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,7.853981633974484,0.5309291584566751,3.3902828114249894,26.627218934911244,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.1,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,8.639379797371934,0.5309291584566751,3.3902828114249894,29.289940828402376,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.2,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,9.42477796076938,0.5309291584566751,3.3902828114249894,31.95266272189349,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.3,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,10.210176124166829,0.5309291584566751,3.3902828114249894,34.61538461538462,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.4,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,10.995574287564276,0.5309291584566751,3.3902828114249894,37.27810650887574,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.5,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,11.780972450961725,0.5309291584566751,3.3902828114249894,39.94082840236687,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.6,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,12.566370614359174,0.5309291584566751,3.3902828114249894,42.60355029585799,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.7,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,13.351768777756622,0.5309291584566751,3.3902828114249894,45.26627218934912,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.8,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,14.13716694115407,0.5309291584566751,3.3902828114249894,47.92899408284024,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,1.9,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,14.922565104551516,0.5309291584566751,3.3902828114249894,50.59171597633136,0.33284023668639057,133.13609467455623
45,0.4,65.0,26.5,2.0,5.0,1.8,12.5,33.18307240354219,0.9417452253958304,15.707963267948967,0.5309291584566751,3.3902828114249894,53.25443786982249,0.33284023668639057,133.13609467455623
50,0.4,65.0,26.5,0.1,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,0.7853981633974484,0.4778362426110075,3.766980901583322,2.9585798816568056,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.2,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,1.5707963267948968,0.4778362426110075,3.766980901583322,5.917159763313611,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.3,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,2.356194490192345,0.4778362426110075,3.766980901583322,8.875739644970414,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.4,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,3.1415926535897936,0.4778362426110075,3.766980901583322,11.834319526627223,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.5,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,3.926990816987242,0.4778362426110075,3.766980901583322,14.792899408284025,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.6,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,4.71238898038469,0.4778362426110075,3.766980901583322,17.75147928994083,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.7,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,5.497787143782138,0.4778362426110075,3.766980901583322,20.710059171597635,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.8,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,6.283185307179587,0.4778362426110075,3.766980901583322,23.668639053254445,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,0.9,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,7.068583470577035,0.4778362426110075,3.766980901583322,26.627218934911248,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.0,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,7.853981633974484,0.4778362426110075,3.766980901583322,29.58579881656805,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.1,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,8.639379797371934,0.4778362426110075,3.766980901583322,32.54437869822487,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.2,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,9.42477796076938,0.4778362426110075,3.766980901583322,35.50295857988166,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.3,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,10.210176124166829,0.4778362426110075,3.766980901583322,38.461538461538474,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.4,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,10.995574287564276,0.4778362426110075,3.766980901583322,41.42011834319527,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.5,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,11.780972450961725,0.4778362426110075,3.766980901583322,44.37869822485207,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.6,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,12.566370614359174,0.4778362426110075,3.766980901583322,47.33727810650889,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.7,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,13.351768777756622,0.4778362426110075,3.766980901583322,50.295857988165686,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.8,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,14.13716694115407,0.4778362426110075,3.766980901583322,53.254437869822496,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,1.9,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,14.922565104551516,0.4778362426110075,3.766980901583322,56.21301775147929,0.36982248520710065,147.92899408284026
50,0.4,65.0,26.5,2.0,5.0,1.8,13.88888888888889,33.18307240354219,1.046383583773145,15.707963267948967,0.4778362426110075,3.766980901583322,59.1715976331361,0.36982248520710065,147.92899408284026
55,0.4,65.0,26.5,0.1,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,0.7853981633974484,0.434396584191825,4.1436789917416545,3.2544378698224863,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.2,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,1.5707963267948968,0.434396584191825,4.1436789917416545,6.508875739644973,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.3,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,2.356194490192345,0.434396584191825,4.1436789917416545,9.763313609467456,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.4,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,3.1415926535897936,0.434396584191825,4.1436789917416545,13.017751479289945,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.5,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,3.926990816987242,0.434396584191825,4.1436789917416545,16.27218934911243,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.6,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,4.71238898038469,0.434396584191825,4.1436789917416545,19.526627218934912,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.7,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,5.497787143782138,0.434396584191825,4.1436789917416545,22.7810650887574,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.8,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,6.283185307179587,0.434396584191825,4.1436789917416545,26.03550295857989,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,0.9,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,7.068583470577035,0.434396584191825,4.1436789917416545,29.289940828402376,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.0,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,7.853981633974484,0.434396584191825,4.1436789917416545,32.54437869822486,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.1,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,8.639379797371934,0.434396584191825,4.1436789917416545,35.79881656804735,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.2,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,9.42477796076938,0.434396584191825,4.1436789917416545,39.053254437869825,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.3,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,10.210176124166829,0.434396584191825,4.1436789917416545,42.30769230769232,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.4,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,10.995574287564276,0.434396584191825,4.1436789917416545,45.5621301775148,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.5,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,11.780972450961725,0.434396584191825,4.1436789917416545,48.81656804733729,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.6,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,12.566370614359174,0.434396584191825,4.1436789917416545,52.07100591715978,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.7,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,13.351768777756622,0.434396584191825,4.1436789917416545,55.32544378698226,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.8,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,14.13716694115407,0.434396584191825,4.1436789917416545,58.57988165680475,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,1.9,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,14.922565104551516,0.434396584191825,4.1436789917416545,61.834319526627226,0.40680473372781073,162.72189349112432
55,0.4,65.0,26.5,2.0,5.0,1.8,15.277777777777779,33.18307240354219,1.1510219421504595,15.707963267948967,0.434396584191825,4.1436789917416545,65.08875739644972,0.40680473372781073,162.72189349112432
60,0.4,65.0,26.5,0.1,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,0.7853981633974484,0.39819686884250627,4.520377081899986,3.5502958579881665,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.2,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,1.5707963267948968,0.39819686884250627,4.520377081899986,7.100591715976333,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.3,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,2.356194490192345,0.39819686884250627,4.520377081899986,10.650887573964496,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.4,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,3.1415926535897936,0.39819686884250627,4.520377081899986,14.201183431952666,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.5,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,3.926990816987242,0.39819686884250627,4.520377081899986,17.751479289940832,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.6,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,4.71238898038469,0.39819686884250627,4.520377081899986,21.301775147928993,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.7,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,5.497787143782138,0.39819686884250627,4.520377081899986,24.85207100591716,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.8,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,6.283185307179587,0.39819686884250627,4.520377081899986,28.402366863905332,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,0.9,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,7.068583470577035,0.39819686884250627,4.520377081899986,31.952662721893496,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.0,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,7.853981633974484,0.39819686884250627,4.520377081899986,35.502958579881664,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.1,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,8.639379797371934,0.39819686884250627,4.520377081899986,39.05325443786983,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.2,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,9.42477796076938,0.39819686884250627,4.520377081899986,42.603550295857985,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.3,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,10.210176124166829,0.39819686884250627,4.520377081899986,46.15384615384616,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.4,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,10.995574287564276,0.39819686884250627,4.520377081899986,49.70414201183432,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.5,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,11.780972450961725,0.39819686884250627,4.520377081899986,53.254437869822496,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.6,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,12.566370614359174,0.39819686884250627,4.520377081899986,56.804733727810664,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.7,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,13.351768777756622,0.39819686884250627,4.520377081899986,60.355029585798825,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.8,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,14.13716694115407,0.39819686884250627,4.520377081899986,63.90532544378699,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,1.9,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,14.922565104551516,0.39819686884250627,4.520377081899986,67.45562130177515,0.44378698224852076,177.5147928994083
60,0.4,65.0,26.5,2.0,5.0,1.8,16.666666666666668,33.18307240354219,1.255660300527774,15.707963267948967,0.39819686884250627,4.520377081899986,71.00591715976333,0.44378698224852076,177.5147928994083
65,0.4,65.0,26.5,0.1,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,0.7853981633974484,0.36756634047000575,4.897075172058319,3.846153846153847,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.2,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,1.5707963267948968,0.36756634047000575,4.897075172058319,7.692307692307694,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.3,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,2.356194490192345,0.36756634047000575,4.897075172058319,11.538461538461538,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.4,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,3.1415926535897936,0.36756634047000575,4.897075172058319,15.384615384615389,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.5,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,3.926990816987242,0.36756634047000575,4.897075172058319,19.230769230769237,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.6,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,4.71238898038469,0.36756634047000575,4.897075172058319,23.076923076923077,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.7,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,5.497787143782138,0.36756634047000575,4.897075172058319,26.923076923076923,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.8,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,6.283185307179587,0.36756634047000575,4.897075172058319,30.769230769230777,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,0.9,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,7.068583470577035,0.36756634047000575,4.897075172058319,34.61538461538463,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.0,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,7.853981633974484,0.36756634047000575,4.897075172058319,38.461538461538474,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.1,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,8.639379797371934,0.36756634047000575,4.897075172058319,42.30769230769232,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.2,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,9.42477796076938,0.36756634047000575,4.897075172058319,46.15384615384615,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.3,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,10.210176124166829,0.36756634047000575,4.897075172058319,50.000000000000014,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.4,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,10.995574287564276,0.36756634047000575,4.897075172058319,53.84615384615385,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.5,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,11.780972450961725,0.36756634047000575,4.897075172058319,57.6923076923077,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.6,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,12.566370614359174,0.36756634047000575,4.897075172058319,61.538461538461554,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.7,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,13.351768777756622,0.36756634047000575,4.897075172058319,65.38461538461539,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.8,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,14.13716694115407,0.36756634047000575,4.897075172058319,69.23076923076925,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,1.9,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,14.922565104551516,0.36756634047000575,4.897075172058319,73.07692307692308,0.4807692307692308,192.30769230769232
65,0.4,65.0,26.5,2.0,5.0,1.8,18.055555555555557,33.18307240354219,1.3602986589050885,15.707963267948967,0.36756634047000575,4.897075172058319,76.92307692307695,0.4807692307692308,192.30769230769232
70,0.4,65.0,26.5,0.1,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,0.7853981633974484,0.3413116018650054,5.2737732622166495,4.1420118343195265,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.2,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,1.5707963267948968,0.3413116018650054,5.2737732622166495,8.284023668639053,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.3,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,2.356194490192345,0.3413116018650054,5.2737732622166495,12.426035502958579,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.4,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,3.1415926535897936,0.3413116018650054,5.2737732622166495,16.568047337278106,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.5,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,3.926990816987242,0.3413116018650054,5.2737732622166495,20.71005917159763,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.6,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,4.71238898038469,0.3413116018650054,5.2737732622166495,24.852071005917157,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.7,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,5.497787143782138,0.3413116018650054,5.2737732622166495,28.99408284023668,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.8,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,6.283185307179587,0.3413116018650054,5.2737732622166495,33.13609467455621,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,0.9,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,7.068583470577035,0.3413116018650054,5.2737732622166495,37.27810650887574,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,1.0,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,7.853981633974484,0.3413116018650054,5.2737732622166495,41.42011834319526,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,1.1,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,8.639379797371934,0.3413116018650054,5.2737732622166495,45.562130177514796,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,1.2,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,9.42477796076938,0.3413116018650054,5.2737732622166495,49.704142011834314,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,1.3,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,10.210176124166829,0.3413116018650054,5.2737732622166495,53.84615384615385,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,1.4,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,10.995574287564276,0.3413116018650054,5.2737732622166495,57.98816568047336,0.5177514792899408,207.10059171597632
70,0.4,65.0,26.5,1.5,5.0,1.8,19.444444444444443,33.18307240354219,1.4649370172824028,11.780972450961725,0.3413116018650054,5.2737732622166495,62.1301775147929,0.5177514792899408,207.10059171597632
