setup,penetration_depth_mm,penetration_depth_m,penetration_depth_cm,bulk_density_g_cm3,bulk_density_g_per_cm3,bulk_density_kg_m3,probe_diameter_mm,probe_area_m2,illuminated_area_cm2,static_sampled_volume_m3,static_sampled_volume_mm3,spoon_sample_volume_cm3,static_sampled_mass_kg,static_sampled_mass_g,static_sampled_mass_mg,n_subscans,integration_time_ms,acquisition_time_s,total_spectral_acquisition_time_s,spoon_interval_s,flip_frequency_hz,spoons_contributing,effective_sampled_mass_kg,effective_sample_size_g,effective_sampled_mass_mg,effective_sample_size_mg
B,0.2,0.0002,0.02,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.926990816987241e-09,3.9269908169872414,0.003926990816987242,1.5707963267948965e-06,0.0015707963267948964,1.5707963267948963,256,15.0,3.84,3.84,1.0,1.0,3.84,6.031857894892402e-06,0.006031857894892402,6.031857894892402,6.031857894892402
B,0.2,0.0002,0.02,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.926990816987241e-09,3.9269908169872414,0.003926990816987242,1.5707963267948965e-06,0.0015707963267948964,1.5707963267948963,256,15.0,3.84,3.84,2.0,0.5,1.92,3.015928947446201e-06,0.003015928947446201,3.015928947446201,3.015928947446201
B,0.2,0.0002,0.02,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.926990816987241e-09,3.9269908169872414,0.003926990816987242,1.5707963267948965e-06,0.0015707963267948964,1.5707963267948963,256,15.0,3.84,3.84,3.0,0.3333333333333333,1.28,2.0106192982974676e-06,0.0020106192982974674,2.0106192982974673,2.0106192982974673
B,0.2,0.0002,0.02,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.926990816987241e-09,3.9269908169872414,0.003926990816987242,1.5707963267948965e-06,0.0015707963267948964,1.5707963267948963,256,15.0,3.84,3.84,4.0,0.25,0.96,1.5079644737231006e-06,0.0015079644737231006,1.5079644737231006,1.5079644737231006
B,0.2,0.0002,0.02,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.926990816987241e-09,3.9269908169872414,0.003926990816987242,1.5707963267948965e-06,0.0015707963267948964,1.5707963267948963,256,15.0,3.84,3.84,5.0,0.2,0.768,1.2063715789784804e-06,0.0012063715789784803,1.2063715789784804,1.2063715789784804
B,0.5,0.0005,0.05,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,9.817477042468104e-09,9.817477042468104,0.009817477042468103,3.926990816987242e-06,0.003926990816987242,3.926990816987242,256,15.0,3.84,3.84,1.0,1.0,3.84,1.5079644737231008e-05,0.015079644737231009,15.079644737231009,15.079644737231009
B,0.5,0.0005,0.05,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,9.817477042468104e-09,9.817477042468104,0.009817477042468103,3.926990816987242e-06,0.003926990816987242,3.926990816987242,256,15.0,3.84,3.84,2.0,0.5,1.92,7.539822368615504e-06,0.007539822368615504,7.539822368615504,7.539822368615504
B,0.5,0.0005,0.05,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,9.817477042468104e-09,9.817477042468104,0.009817477042468103,3.926990816987242e-06,0.003926990816987242,3.926990816987242,256,15.0,3.84,3.84,3.0,0.3333333333333333,1.28,5.02654824574367e-06,0.00502654824574367,5.02654824574367,5.02654824574367
B,0.5,0.0005,0.05,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,9.817477042468104e-09,9.817477042468104,0.009817477042468103,3.926990816987242e-06,0.003926990816987242,3.926990816987242,256,15.0,3.84,3.84,4.0,0.25,0.96,3.769911184307752e-06,0.003769911184307752,3.769911184307752,3.769911184307752
B,0.5,0.0005,0.05,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,9.817477042468104e-09,9.817477042468104,0.009817477042468103,3.926990816987242e-06,0.003926990816987242,3.926990816987242,256,15.0,3.84,3.84,5.0,0.2,0.768,3.015928947446202e-06,0.003015928947446202,3.015928947446202,3.015928947446202
B,1.0,0.001,0.1,0.4,0.4,400.0,5.0,1.9634954084936207e-05,0.19634954084936207,1.9634954084936208e-08,19.634954084936208,0.019634954084936207,7.853981633974484e-06,0.007853981633974483,7.853981633974484,256,15.0,3.84,3.84,1.0,1.0,3.84,3.0159289474462017e-05,0.030159289474462017,30.159289474462017,30.159289474462017
