setup,pipe_diameter_cm,pipe_area_cm2,total_rig_height_cm,maintained_fill_fraction,filled_height_cm,probe_height_from_bottom_cm,probe_submergence_cm,probe_is_covered,coverage_factor,nir_spot_diameter_cm,nir_spot_area_cm2,measurement_depth_cm,bulk_density_g_per_cm3,throughput_kg,throughput_time_s,mass_flow_g_s,vol_flow_cm3_s,velocity_source,velocity_cm_s,velocity_mm_s,acquisition_time_s,axial_length_model,axial_sampling_length_cm,advance_dz_cm_per_acq,raw_refresh_fraction_per_acq,refresh_fraction_per_acq,probe_volume_cm3,probe_mass_g_instant,probe_mass_mg_instant,new_mass_g_per_acq,new_mass_mg_per_acq,mass_passed_g_per_acq,mass_passed_mg_per_acq,mass_time_exposure_g_s,mass_time_exposure_mg_s,effective_sample_size_mg,sweep_type
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,52.63157894736842,3600.0,14.619883040935672,48.732943469785575,derived_from_throughput,0.620487107570742,6.20487107570742,3.7368421052631575,spot_diameter,2.5,2.318662349343299,0.9274649397373196,0.9274649397373196,0.49087385212340523,0.14726215563702155,147.26215563702155,0.13658048630347797,136.58048630347795,3.4145121575869495,3414.5121575869493,0.5502954236962384,550.2954236962385,136.58048630347795,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,52.63157894736842,3600.0,14.619883040935672,48.732943469785575,derived_from_throughput,0.620487107570742,6.20487107570742,3.9473684210526314,spot_diameter,2.5,2.4492912140950343,0.9797164856380137,0.9797164856380137,0.49087385212340523,0.14726215563702155,147.26215563702155,0.14427516158818096,144.27516158818096,3.6068790397045243,3606.879039704524,0.5812979827777166,581.2979827777166,144.27516158818096,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,52.63157894736842,3600.0,14.619883040935672,48.732943469785575,derived_from_throughput,0.620487107570742,6.20487107570742,4.157894736842105,spot_diameter,2.5,2.5799200788467695,1.0,1.0,0.49087385212340523,0.14726215563702155,147.26215563702155,0.14726215563702155,147.26215563702155,3.799245921822099,3799.2459218220993,0.6123005418591949,612.3005418591949,147.26215563702155,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,52.63157894736842,3600.0,14.619883040935672,48.732943469785575,derived_from_throughput,0.620487107570742,6.20487107570742,4.368421052631579,spot_diameter,2.5,2.7105489435985044,1.0,1.0,0.49087385212340523,0.14726215563702155,147.26215563702155,0.14726215563702155,147.26215563702155,3.9916128039396734,3991.6128039396735,0.6433031009406731,643.3031009406731,147.26215563702155,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,52.63157894736842,3600.0,14.619883040935672,48.732943469785575,derived_from_throughput,0.620487107570742,6.20487107570742,4.578947368421052,spot_diameter,2.5,2.8411778083502393,1.0,1.0,0.49087385212340523,0.14726215563702155,147.26215563702155,0.14726215563702155,147.26215563702155,4.183979686057248,4183.979686057248,0.6743056600221513,674.3056600221513,147.26215563702155,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,52.63157894736842,3600.0,14.619883040935672,48.732943469785575,derived_from_throughput,0.620487107570742,6.20487107570742,4.789473684210526,spot_diameter,2.5,2.9718066731019745,1.0,1.0,0.49087385212340523,0.14726215563702155,147.26215563702155,0.14726215563702155,147.26215563702155,4.376346568174823,4376.346568174823,0.7053082191036294,705.3082191036294,147.26215563702155,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,52.63157894736842,3600.0,14.619883040935672,48.732943469785575,derived_from_throughput,0.620487107570742,6.20487107570742,5.0,spot_diameter,2.5,3.10243553785371,1.0,1.0,0.49087385212340523,0.14726215563702155,147.26215563702155,0.14726215563702155,147.26215563702155,4.568713450292398,4568.713450292398,0.7363107781851077,736.3107781851077,147.26215563702155,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,57.368421052631575,3600.0,15.935672514619881,53.11890838206627,derived_from_throughput,0.6763309472521087,6.763309472521088,1.0,spot_diameter,2.5,0.6763309472521087,0.2705323789008435,0.2705323789008435,0.49087385212340523,0.14726215563702155,147.26215563702155,0.039839181286549695,39.839181286549696,0.9959795321637426,995.9795321637425,0.14726215563702155,147.26215563702155,39.839181286549696,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,57.368421052631575,3600.0,15.935672514619881,53.11890838206627,derived_from_throughput,0.6763309472521087,6.763309472521088,1.2105263157894737,spot_diameter,2.5,0.8187164098315001,0.3274865639326,0.3274865639326,0.49087385212340523,0.14726215563702155,147.26215563702155,0.04822637734687595,48.22637734687595,1.2056594336718989,1205.6594336718988,0.17826471471849978,178.2647147184998,48.22637734687595,throughput_acquisition
E,10.0,78.53981633974483,80.0,0.5,40.0,20.0,20.0,True,1.0,2.5,4.908738521234052,0.1,0.3,57.368421052631575,3600.0,15.935672514619881,53.11890838206627,derived_from_throughput,0.6763309472521087,6.763309472521088,1.4210526315789473,spot_diameter,2.5,0.9611018724108914,0.38444074896435654,0.38444074896435654,0.49087385212340523,0.14726215563702155,147.26215563702155,0.0566135734072022,56.6135734072022,1.4153393351800552,1415.339335180055,0.209267273799978,209.267273799978,56.6135734072022,throughput_acquisition
