setup,pipe_diameter_cm,pipe_area_cm2,nir_spot_diameter_cm,nir_spot_area_cm2,spot_area_cm2,measurement_depth_cm,measurement_depth_mm,bulk_density_g_per_cm3,bulk_density_label,throughput_kg,throughput_time_s,mass_flow_g_s,vol_flow_cm3_s,velocity_source,velocity_cm_s,velocity_mm_s,acquisition_time_s,advance_dz_cm_per_acq,advance_dz_mm_per_acq,advance_to_spot_diameter_ratio,swept_increment_area_cm2,unique_exposed_area_cm2,probe_volume_cm3,probe_volume_cm3_instant,swept_increment_volume_cm3,unique_exposed_volume_cm3,probe_mass_g_instant,probe_mass_mg_instant,swept_increment_mass_g,swept_increment_mass_mg,unique_exposed_mass_g,unique_exposed_mass_mg,effective_sample_size_mg,mass_passed_g_per_acq,mass_passed_mg_per_acq,mass_time_exposure_g_s,mass_time_exposure_mg_s,time_weighted_contribution_proxy_g_s,time_weighted_contribution_proxy_mg_s,effective_sample_size_basis,sweep_type
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.08,0.8,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.39269908169872414,0.39269908169872414,0.16799688437477842,0.5606959660735026,0.15707963267948966,157.07963267948966,0.06719875374991137,67.19875374991138,0.22427838642940104,224.27838642940105,224.27838642940105,1.6493055555555556,1649.3055555555557,0.15707963267948966,157.07963267948966,0.15707963267948966,157.07963267948966,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.09,0.8999999999999999,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.44178646691106466,0.44178646691106466,0.1889964949216257,0.6307829618326903,0.17671458676442586,176.71458676442586,0.07559859796865029,75.59859796865028,0.2523131847330761,252.31318473307613,252.31318473307613,1.6493055555555556,1649.3055555555557,0.17671458676442586,176.71458676442586,0.17671458676442586,176.71458676442586,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.1,1.0,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.49087385212340523,0.49087385212340523,0.20999610546847303,0.7008699575918782,0.1963495408493621,196.34954084936209,0.08399844218738922,83.99844218738922,0.2803479830367513,280.3479830367513,280.3479830367513,1.6493055555555556,1649.3055555555557,0.1963495408493621,196.34954084936209,0.1963495408493621,196.34954084936209,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.11,1.1,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.5399612373357457,0.5399612373357457,0.23099571601532032,0.7709569533510661,0.2159844949342983,215.9844949342983,0.09239828640612813,92.39828640612812,0.30838278134042646,308.38278134042645,308.38278134042645,1.6493055555555556,1649.3055555555557,0.2159844949342983,215.9844949342983,0.2159844949342983,215.9844949342983,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.12,1.2,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.5890486225480862,0.5890486225480862,0.2519953265621676,0.8410439491102538,0.23561944901923448,235.61944901923448,0.10079813062486705,100.79813062486704,0.33641757964410157,336.4175796441016,336.4175796441016,1.6493055555555556,1649.3055555555557,0.23561944901923448,235.61944901923448,0.23561944901923448,235.61944901923448,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.13,1.3,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.6381360077604268,0.6381360077604268,0.2729949371090149,0.9111309448694417,0.25525440310417075,255.25440310417073,0.10919797484360597,109.19797484360596,0.3644523779477767,364.4523779477767,364.4523779477767,1.6493055555555556,1649.3055555555557,0.25525440310417075,255.25440310417073,0.25525440310417075,255.25440310417073,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.14,1.4000000000000001,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.6872233929727674,0.6872233929727674,0.29399454765586225,0.9812179406286295,0.27488935718910695,274.88935718910693,0.1175978190623449,117.5978190623449,0.39248717625145185,392.48717625145184,392.48717625145184,1.6493055555555556,1649.3055555555557,0.27488935718910695,274.88935718910693,0.27488935718910695,274.88935718910693,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.15,1.5,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.7363107781851078,0.7363107781851078,0.3149941582027095,1.0513049363878173,0.29452431127404316,294.52431127404316,0.1259976632810838,125.9976632810838,0.42052197455512697,420.521974555127,420.521974555127,1.6493055555555556,1649.3055555555557,0.29452431127404316,294.52431127404316,0.29452431127404316,294.52431127404316,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.16,1.6,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.7853981633974483,0.7853981633974483,0.33599376874955683,1.1213919321470052,0.3141592653589793,314.1592653589793,0.13439750749982274,134.39750749982275,0.4485567728588021,448.5567728588021,448.5567728588021,1.6493055555555556,1649.3055555555557,0.3141592653589793,314.1592653589793,0.3141592653589793,314.1592653589793,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.17,1.7000000000000002,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.8344855486097889,0.8344855486097889,0.3569933792964041,1.191478927906193,0.3337942194439156,333.79421944391555,0.14279735171856164,142.79735171856166,0.47659157116247725,476.59157116247724,476.59157116247724,1.6493055555555556,1649.3055555555557,0.3337942194439156,333.79421944391555,0.3337942194439156,333.79421944391555,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.18,1.7999999999999998,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.8835729338221293,0.8835729338221293,0.3779929898432514,1.2615659236653807,0.3534291735288517,353.4291735288517,0.15119719593730058,151.19719593730056,0.5046263694661522,504.62636946615225,504.62636946615225,1.6493055555555556,1649.3055555555557,0.3534291735288517,353.4291735288517,0.3534291735288517,353.4291735288517,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.19,1.9,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.9326603190344699,0.9326603190344699,0.3989926003900987,1.3316529194245685,0.373064127613788,373.064127613788,0.15959704015603948,159.59704015603947,0.5326611677698274,532.6611677698274,532.6611677698274,1.6493055555555556,1649.3055555555557,0.373064127613788,373.064127613788,0.373064127613788,373.064127613788,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.2,2.0,0.4,0.4 g/cm^3,95.0,3600.0,26.38888888888889,65.97222222222221,derived_from_throughput,0.839984421873892,8.39984421873892,1.0,0.839984421873892,8.39984421873892,0.3359937687495568,2.09996105468473,7.008699575918782,0.9817477042468105,0.9817477042468105,0.41999221093694605,1.4017399151837564,0.3926990816987242,392.69908169872417,0.16799688437477844,167.99688437477843,0.5606959660735026,560.6959660735026,560.6959660735026,1.6493055555555556,1649.3055555555557,0.3926990816987242,392.69908169872417,0.3926990816987242,392.69908169872417,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.01,0.1,0.5,0.5 g/cm^3,95.0,3600.0,26.38888888888889,52.77777777777778,derived_from_throughput,0.6719875374991137,6.719875374991137,1.0,0.6719875374991137,6.719875374991137,0.2687950149996455,1.6799688437477842,6.588707364981836,0.04908738521234052,0.04908738521234052,0.016799688437477842,0.06588707364981836,0.02454369260617026,24.543692606170257,0.008399844218738921,8.399844218738922,0.03294353682490918,32.94353682490918,32.94353682490918,1.6493055555555556,1649.3055555555557,0.02454369260617026,24.543692606170257,0.02454369260617026,24.543692606170257,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.02,0.2,0.5,0.5 g/cm^3,95.0,3600.0,26.38888888888889,52.77777777777778,derived_from_throughput,0.6719875374991137,6.719875374991137,1.0,0.6719875374991137,6.719875374991137,0.2687950149996455,1.6799688437477842,6.588707364981836,0.09817477042468103,0.09817477042468103,0.033599376874955685,0.1317741472996367,0.04908738521234052,49.087385212340514,0.016799688437477842,16.799688437477844,0.06588707364981836,65.88707364981836,65.88707364981836,1.6493055555555556,1649.3055555555557,0.04908738521234052,49.087385212340514,0.04908738521234052,49.087385212340514,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.03,0.3,0.5,0.5 g/cm^3,95.0,3600.0,26.38888888888889,52.77777777777778,derived_from_throughput,0.6719875374991137,6.719875374991137,1.0,0.6719875374991137,6.719875374991137,0.2687950149996455,1.6799688437477842,6.588707364981836,0.14726215563702155,0.14726215563702155,0.05039906531243352,0.19766122094945507,0.07363107781851078,73.63107781851078,0.02519953265621676,25.19953265621676,0.09883061047472753,98.83061047472754,98.83061047472754,1.6493055555555556,1649.3055555555557,0.07363107781851078,73.63107781851078,0.07363107781851078,73.63107781851078,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.04,0.4,0.5,0.5 g/cm^3,95.0,3600.0,26.38888888888889,52.77777777777778,derived_from_throughput,0.6719875374991137,6.719875374991137,1.0,0.6719875374991137,6.719875374991137,0.2687950149996455,1.6799688437477842,6.588707364981836,0.19634954084936207,0.19634954084936207,0.06719875374991137,0.2635482945992734,0.09817477042468103,98.17477042468103,0.033599376874955685,33.59937687495569,0.1317741472996367,131.77414729963672,131.77414729963672,1.6493055555555556,1649.3055555555557,0.09817477042468103,98.17477042468103,0.09817477042468103,98.17477042468103,unique_exposed_swept_capsule_mass,penetration_depth_density
E,10.0,78.53981633974483,2.5,4.908738521234052,4.908738521234052,0.05,0.5,0.5,0.5 g/cm^3,95.0,3600.0,26.38888888888889,52.77777777777778,derived_from_throughput,0.6719875374991137,6.719875374991137,1.0,0.6719875374991137,6.719875374991137,0.2687950149996455,1.6799688437477842,6.588707364981836,0.24543692606170261,0.24543692606170261,0.08399844218738922,0.3294353682490918,0.12271846303085131,122.71846303085131,0.04199922109369461,41.99922109369461,0.1647176841245459,164.7176841245459,164.7176841245459,1.6493055555555556,1649.3055555555557,0.12271846303085131,122.71846303085131,0.12271846303085131,122.71846303085131,unique_exposed_swept_capsule_mass,penetration_depth_density
