setup,penetration_depth_mm,penetration_depth_m,penetration_depth_cm,bulk_density_g_cm3,bulk_density_g_per_cm3,bulk_density_kg_m3,probe_diameter_mm,probe_area_m2,illuminated_area_cm2,static_sampled_volume_m3,static_sampled_volume_mm3,spoon_sample_volume_cm3,static_sampled_mass_kg,static_sampled_mass_g,static_sampled_mass_mg,n_subscans,integration_time_ms,acquisition_time_s,total_spectral_acquisition_time_s,spoon_interval_s,flip_frequency_hz,spoons_contributing,effective_sampled_mass_kg,effective_sample_size_g,effective_sampled_mass_mg,effective_sample_size_mg
B,1.0,0.001,0.1,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,1.9634954084936208e-08,19.634954084936208,0.019634954084936207,9.817477042468103e-06,0.009817477042468103,9.817477042468104,500,10.0,5.0,5.0,1.0,1.0,5.0,4.9087385212340514e-05,0.04908738521234051,49.08738521234051,49.08738521234051
B,1.0,0.001,0.1,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,1.9634954084936208e-08,19.634954084936208,0.019634954084936207,9.817477042468103e-06,0.009817477042468103,9.817477042468104,500,10.0,5.0,5.0,2.0,0.5,2.5,2.4543692606170257e-05,0.024543692606170255,24.543692606170254,24.543692606170254
B,1.0,0.001,0.1,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,1.9634954084936208e-08,19.634954084936208,0.019634954084936207,9.817477042468103e-06,0.009817477042468103,9.817477042468104,500,10.0,5.0,5.0,3.0,0.3333333333333333,1.6666666666666667,1.636246173744684e-05,0.01636246173744684,16.362461737446843,16.362461737446843
B,1.0,0.001,0.1,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,1.9634954084936208e-08,19.634954084936208,0.019634954084936207,9.817477042468103e-06,0.009817477042468103,9.817477042468104,500,10.0,5.0,5.0,4.0,0.25,1.25,1.2271846303085128e-05,0.012271846303085128,12.271846303085127,12.271846303085127
B,1.0,0.001,0.1,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,1.9634954084936208e-08,19.634954084936208,0.019634954084936207,9.817477042468103e-06,0.009817477042468103,9.817477042468104,500,10.0,5.0,5.0,5.0,0.2,1.0,9.817477042468103e-06,0.009817477042468103,9.817477042468104,9.817477042468104
B,2.0,0.002,0.2,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.9269908169872415e-08,39.269908169872416,0.039269908169872414,1.9634954084936207e-05,0.019634954084936207,19.634954084936208,500,10.0,5.0,5.0,1.0,1.0,5.0,9.817477042468103e-05,0.09817477042468102,98.17477042468101,98.17477042468101
B,2.0,0.002,0.2,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.9269908169872415e-08,39.269908169872416,0.039269908169872414,1.9634954084936207e-05,0.019634954084936207,19.634954084936208,500,10.0,5.0,5.0,2.0,0.5,2.5,4.9087385212340514e-05,0.04908738521234051,49.08738521234051,49.08738521234051
B,2.0,0.002,0.2,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.9269908169872415e-08,39.269908169872416,0.039269908169872414,1.9634954084936207e-05,0.019634954084936207,19.634954084936208,500,10.0,5.0,5.0,3.0,0.3333333333333333,1.6666666666666667,3.272492347489368e-05,0.03272492347489368,32.724923474893686,32.724923474893686
B,2.0,0.002,0.2,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.9269908169872415e-08,39.269908169872416,0.039269908169872414,1.9634954084936207e-05,0.019634954084936207,19.634954084936208,500,10.0,5.0,5.0,4.0,0.25,1.25,2.4543692606170257e-05,0.024543692606170255,24.543692606170254,24.543692606170254
B,2.0,0.002,0.2,0.5,0.5,500.0,5.0,1.9634954084936207e-05,0.19634954084936207,3.9269908169872415e-08,39.269908169872416,0.039269908169872414,1.9634954084936207e-05,0.019634954084936207,19.634954084936208,500,10.0,5.0,5.0,5.0,0.2,1.0,1.9634954084936207e-05,0.019634954084936207,19.634954084936208,19.634954084936208
