bulk_density_g_per_cm3,spoon_interval_s,spoon_presentations,static_sample_mass_per_spoon_g,static_sample_mass_per_spoon_mg,spoon_sample_volume_cm3,representative_penetration_depth_mm,total_spectral_acquisition_time_s,effective_sample_size_g,effective_sample_size_mg
0.5,1.0,5.0,0.009817477042468103,9.817477042468104,0.019634954084936207,1.0,5.0,0.04908738521234052,49.087385212340514
0.5,2.0,2.5,0.009817477042468103,9.817477042468104,0.019634954084936207,1.0,5.0,0.02454369260617026,24.543692606170257
0.5,3.0,1.6666666666666667,0.009817477042468103,9.817477042468104,0.019634954084936207,1.0,5.0,0.01636246173744684,16.362461737446843
0.5,4.0,1.25,0.009817477042468103,9.817477042468104,0.019634954084936207,1.0,5.0,0.01227184630308513,12.271846303085129
0.5,5.0,1.0,0.009817477042468103,9.817477042468104,0.019634954084936207,1.0,5.0,0.009817477042468103,9.817477042468104
