density_g_cm3,rpm,penetration_depth_mm,probe_diameter_mm,acquisition_time_s,angular_speed_rad_s,tangential_velocity_cm_s,crossing_time_s,blocked_time_s,effective_time_s,sampled_mass_per_refresh_mg,n_refresh,effective_sampled_mass_estimate_mg
0.4,10,0.1,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,0.7853981633974484,3.5858401317539537,2.8163122537164194
0.4,10,0.2,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,1.5707963267948968,3.5858401317539537,5.632624507432839
0.4,10,0.3,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,2.356194490192345,3.5858401317539537,8.448936761149257
0.4,10,0.4,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,3.1415926535897936,3.5858401317539537,11.265249014865677
0.4,10,0.5,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,3.926990816987242,3.5858401317539537,14.081561268582098
0.4,10,0.6,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,4.71238898038469,3.5858401317539537,16.897873522298514
0.4,10,0.7,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,5.497787143782138,3.5858401317539537,19.714185776014933
0.4,10,0.8,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,6.283185307179587,3.5858401317539537,22.530498029731355
0.4,10,0.9,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,7.068583470577035,3.5858401317539537,25.346810283447777
0.4,10,1.0,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,7.853981633974484,3.5858401317539537,28.163122537164195
0.4,10,1.1,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,8.639379797371934,3.5858401317539537,30.97943479088062
0.4,10,1.2,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,9.42477796076938,3.5858401317539537,33.79574704459703
0.4,10,1.3,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,10.210176124166829,3.5858401317539537,36.612059298313454
0.4,10,1.4,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,10.995574287564276,3.5858401317539537,39.428371552029866
0.4,10,1.5,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,11.780972450961725,3.5858401317539537,42.24468380574629
0.4,10,1.6,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,12.566370614359174,3.5858401317539537,45.06099605946271
0.4,10,1.7,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,13.351768777756622,3.5858401317539537,47.87730831317913
0.4,10,1.8,5.0,1.8,1.0471975511965976,1.8849555921538759,0.2652582384864922,0.8488263631567752,0.9511736368432249,14.13716694115407,3.5858401317539537,50.693620566895554
